,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
396,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),WI10,111,49,91.7%,93.5%,0.83,A (4.00),
397,"Talbot, Jan B",CENG 101B - Heat Transfer (A),WI10,81,37,94.6%,89.2%,8.5,B+ (3.63),C+ (2.59)
398,"Cha, Jennifer N",CENG 102 - Chemical Engin Thermodynamics (A),WI10,82,35,90.9%,73.5%,9.7,B (3.16),B- (2.80)
399,"Chau, Pao C.",CENG 124A - Chem Plant & Process Design I (A),WI10,63,20,70.0%,65.0%,15.3,B (3.16),B- (2.93)
400,"Chau, Pao C.",CENG 176A - Chem Engineerng Process Lab I (A),WI10,62,17,88.2%,76.5%,15.68,B (3.22),B (3.07)
401,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI10,62,19,84.2%,73.7%,15.13,B (3.22),B (3.07)
402,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),FA09,87,72,72.5%,54.4%,6.04,B (3.26),B- (2.91)
403,"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA09,107,61,81.0%,93.2%,10.77,B (3.05),B- (2.78)
404,"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA09,65,58,56.9%,47.4%,8.64,B (3.12),B- (2.76)
405,"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA09,63,46,100.0%,97.8%,7.54,B+ (3.48),B (3.24)
406,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP09,64,40,81.1%,63.2%,7.65,B+ (3.30),B+ (3.38)
407,"Miller, David R.",CENG 102 - Chemical Engin Thermodynamics (A),SP09,83,40,87.2%,97.4%,8.04,B (3.26),B- (2.93)
408,"Chau, Pao C.",CENG 124B - Chem Plant & Process Design II (A),SP09,42,24,87.0%,43.5%,15.33,B+ (3.48),B (3.19)
409,"Chau, Pao C.",CENG 176B - Chem Engineerng Process Lab II (A),SP09,42,14,50.0%,35.7%,9.5,B+ (3.36),B+ (3.31)
410,"Herz, Richard K",CENG 176B - Chem Engineerng Process Lab II (A),SP09,42,14,50.0%,35.7%,9.5,B+ (3.36),B+ (3.31)
411,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),WI09,93,58,78.6%,89.3%,0.5,A (4.00),
412,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),WI09,72,56,78.2%,58.2%,6.57,B (3.23),B- (2.91)
413,"Seshadri, Kalyanasundaram",CENG 101B - Heat Transfer (A),WI09,66,37,86.1%,80.0%,7.64,B (3.24),C+ (2.61)
414,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),WI09,60,38,86.8%,76.3%,6.45,B (3.23),B- (2.81)
415,"Chau, Pao C.",CENG 124A - Chem Plant & Process Design I (A),WI09,42,15,86.7%,66.7%,9.83,B+ (3.54),B- (2.94)
416,"Krasheninnikov, Sergei",CENG 101A - Introductory Fluid Mechanics (A),FA08,110,54,86.5%,63.3%,7.46,B+ (3.37),C+ (2.57)
417,"Chau, Pao C.",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA08,34,25,45.8%,52.2%,4.5,B (3.08),B- (2.75)
418,"Talbot, Jan B",CENG 122 - Separation Processes (A),FA08,46,33,93.9%,97.0%,7.53,B+ (3.58),B (3.13)
419,"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP08,48,21,80.0%,80.0%,6.02,B (3.29),B (3.04)
420,"Seshadri, Kalyanasundaram",CENG 102 - Chemical Engin Thermodynamics (A),SP08,59,34,71.9%,71.0%,6.91,B (3.19),B- (2.76)
421,"Chau, Pao C.",CENG 124B - Chem Plant & Process Design II (A),SP08,29,23,86.4%,77.3%,14.85,B+ (3.48),B+ (3.42)
422,"Chau, Pao C.",CENG 176B - Chem Engineerng Process Lab II (A),SP08,29,25,87.5%,75.0%,9.94,B+ (3.40),B+ (3.46)
423,"Herz, Richard K",CENG 176B - Chem Engineerng Process Lab II (A),SP08,29,25,87.5%,75.0%,9.94,B+ (3.40),B+ (3.46)
424,"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),WI08,91,69,89.4%,92.5%,0.95,B+ (3.33),
425,"Herz, Richard K",CENG 100 - Process Modl&Computn/Chem Engn (A),WI08,79,51,74.5%,69.4%,6.34,B+ (3.39),B- (2.82)
426,"Llewellyn Smith, Stefan G.",CENG 101B - Heat Transfer (A),WI08,55,36,71.4%,80.6%,10.11,B (3.09),C+ (2.64)
427,"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),WI08,39,20,88.9%,82.4%,9.1,B (3.26),B (3.04)
428,"Chau, Pao C.",CENG 124A - Chem Plant & Process Design I (A),WI08,29,18,77.8%,52.9%,13.61,B (3.25),B+ (3.32)
429,"Chau, Pao C.",CENG 176A - Chem Engineerng Process Lab I (A),WI08,29,11,100.0%,90.9%,10.68,B (3.09),B (3.11)
430,"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI08,29,11,100.0%,90.9%,10.68,B (3.09),B (3.11)
431,"Krasheninnikov, Sergei",CENG 101A - Introductory Fluid Mechanics (A),FA07,92,43,65.9%,68.3%,9.6,B (3.24),B- (2.78)
432,"Talbot, Jan B",CENG 122 - Separation Processes (A),FA07,27,22,90.9%,86.4%,11.14,B (3.14),B- (2.87)
